PLAYER_NAME,PLAYER_ID,FG_PCT,FT_PCT,3PM,PTS,REB,AST,STL,BLK,TOV
Pat Spencer,1630311,0.5,0.0,0.0,4.0,4.0,5.0,0.0,0.0,1.0
Jaden Springer,1630531,0.427,0.8205,5.5,92.0,42.5,24.0,19.75,8.25,17.75
DJ Steward,1630569,,,,,,,,,
Isaiah Stewart,1630191,0.4645,0.7455,67.0,535.0,354.0,71.5,18.5,36.0,67.0
Julian Strawther,1631124,0.369,0.71,41.0,227.0,61.0,47.0,17.0,7.0,23.0
Max Strus,1629622,0.414,0.835,182.5,888.0,298.0,227.0,53.0,20.5,91.0
Jalen Suggs,1630591,0.44499999999999995,0.7395,109.5,733.5,195.0,180.0,86.5,37.0,113.0
Cole Swider,1631306,0.364,0.5,6.5,25.5,7.0,4.5,0.5,0.5,4.0
Jae'Sean Tate,1630256,0.476,0.696,18.0,274.0,157.5,74.0,31.5,11.0,42.0
Jayson Tatum,1628369,0.4685,0.8434999999999999,234.5,2106.0,625.0,353.0,76.5,47.0,200.5
Garrett Temple,202066,0.386,0.784,11.5,69.0,31.0,20.5,10.5,2.5,9.0
Dalen Terry,1631207,0.4415,0.624,12.0,132.5,75.0,51.5,19.0,11.5,20.0
Daniel Theis,1628464,0.44875,0.48425,13.5,200.25,127.5,32.75,11.0,27.0,21.75
Cam Thomas,1630560,0.4415,0.862,97.5,1043.0,154.5,135.0,32.5,11.5,93.5
Amen Thompson,1641708,0.536,0.684,8.0,592.0,409.0,163.0,78.0,38.0,90.0
Ausar Thompson,1641709,0.483,0.597,21.0,556.0,402.0,120.0,68.0,59.0,84.0
Klay Thompson,202691,0.434,0.903,284.5,1442.0,270.0,169.5,49.5,32.0,120.0
Tristan Thompson,202684,0.608,0.288,0.0,161.0,174.0,51.0,12.0,14.0,29.0
JT Thor,1630550,0.41800000000000004,0.626,33.5,230.5,149.0,32.5,16.5,25.0,29.5
Matisse Thybulle,1629680,0.42525,0.70325,47.0,235.0,104.0,49.0,69.75,28.25,22.0
Xavier Tillman,1630214,0.49274999999999997,0.49524999999999997,11.0,249.25,182.25,62.5,40.0,29.25,28.0
Nikola Topić,1642260,,,,,,,,,
Jacob Toppin,1631210,0.556,1.0,1.0,13.0,7.0,3.0,0.0,1.0,1.0
Obi Toppin,1630167,0.5095,0.7895000000000001,93.5,670.0,253.5,97.0,35.0,27.5,53.5
Karl-Anthony Towns,1626157,0.4995,0.8734999999999999,98.0,975.5,375.5,164.5,31.5,29.0,131.5
Armel Traoré,1642422,,,,,,,,,
Luke Travers,1631247,,,,,,,,,
Gary Trent Jr.,1629018,0.4295,0.8049999999999999,172.0,1061.0,180.5,112.5,90.5,12.0,51.0
Oscar Tshiebwe,1631131,0.5,0.75,0.0,26.0,16.0,2.0,2.0,1.0,0.0
P.J. Tucker,200782,0.3857499999999999,0.7065,20.25,92.5,116.25,23.0,17.75,7.25,15.0
Myles Turner,1626167,0.536,0.778,104.5,1213.0,499.5,94.5,37.5,142.0,106.0
Hunter Tyson,1641816,0.4,0.0,4.0,20.0,9.0,2.0,1.0,0.0,2.0
Jaylon Tyson,1642281,,,,,,,,,
Stanley Umude,1630649,0.22,0.9530000000000001,12.0,64.5,25.5,5.5,4.5,4.0,7.0
Jonas Valančiūnas,202685,0.553,0.8055,37.5,1058.5,762.5,156.5,26.0,60.0,135.0
Fred VanVleet,1627832,0.40449999999999997,0.879,217.0,1302.5,279.0,542.0,112.0,48.5,133.0
Jarred Vanderbilt,1629020,0.53775,0.6997500000000001,16.5,347.0,325.5,101.0,50.5,11.75,55.5
Devin Vassell,1630170,0.4555,0.7905,134.5,1013.0,204.5,206.5,58.0,20.0,82.5
Gabe Vincent,1629216,0.354,0.6859999999999999,60.0,337.5,77.0,94.0,35.5,2.5,48.5
Tristan Vukcevic,1641774,0.433,0.773,10.0,85.0,36.0,13.0,5.0,7.0,10.0
Nikola Vučević,202696,0.502,0.8285,106.5,1408.5,852.0,259.5,55.0,58.5,129.5
Dean Wade,1629731,0.413,0.7105,62.0,248.5,184.0,40.0,34.0,23.0,18.5
Franz Wagner,1630532,0.4835,0.846,112.0,1453.0,355.0,276.0,76.5,22.5,152.0
Moritz Wagner,1629021,0.5505,0.8274999999999999,44.5,734.0,303.0,90.0,38.0,17.0,82.5
Jabari Walker,1631133,0.4395,0.755,28.5,427.0,319.5,52.5,26.0,17.5,47.5
Jarace Walker,1641716,0.409,0.889,22.0,120.0,63.0,40.0,15.0,11.0,17.0
Cason Wallace,1641717,0.491,0.784,98.0,561.0,187.0,120.0,76.0,37.0,45.0
Keaton Wallace,1630811,,,,,,,,,
Jordan Walsh,1641775,0.4,0.5,2.0,15.0,20.0,5.0,5.0,1.0,3.0
Ja'Kobe Walter,1642266,,,,,,,,,
Kel'el Ware,1642276,,,,,,,,,
P.J. Washington,1629023,0.43674999999999997,0.68825,103.25,755.5,295.0,114.25,52.5,49.25,75.5
TyTy Washington Jr.,1631102,0.3315,0.278,10.5,79.5,25.0,26.0,9.0,1.0,8.0
Lindy Waters III,1630322,0.432,0.9,47.5,175.5,57.5,26.0,9.5,9.0,8.5
Trendon Watford,1630570,0.5435000000000001,0.757,26.0,445.5,216.0,105.5,27.5,15.5,67.0
Anton Watson,1641817,,,,,,,,,
Peyton Watson,1631212,0.47850000000000004,0.6100000000000001,25.5,303.5,147.5,48.5,22.0,49.5,33.0
Jaylen Wells,1642377,,,,,,,,,
Victor Wembanyama,1641705,0.465,0.796,128.0,1522.0,755.0,274.0,88.0,254.0,260.0
Blake Wesley,1631104,0.39749999999999996,0.629,16.0,226.0,88.0,132.0,27.0,7.0,60.0
Russell Westbrook,201566,0.44899999999999995,0.66425,55.0,768.0,297.25,352.0,56.5,22.25,163.5
Coby White,1629632,0.445,0.8545,168.5,1112.0,285.0,304.5,53.5,12.0,120.0
Derrick White,1628401,0.4615,0.888,172.5,1062.0,301.5,349.0,64.0,81.5,103.5
Dariq Whitehead,1641727,0.2,0.5,0.0,3.0,4.0,3.0,0.0,1.0,0.0
Cam Whitmore,1641715,0.454,0.679,79.0,579.0,180.0,33.0,30.0,17.0,46.0
Aaron Wiggins,1630598,0.537,0.81,55.0,510.5,198.0,83.0,47.5,17.0,55.5
Andrew Wiggins,203952,0.46299999999999997,0.681,90.0,786.0,253.5,102.0,43.5,34.5,67.5
Alondes Williams,1631214,0.125,0.5,0.0,2.5,1.0,0.0,0.0,0.5,2.0
Brandon Williams,1630314,0.37,0.647,3.0,54.0,13.0,17.0,1.0,1.0,7.0
Cody Williams,1642262,,,,,,,,,
Grant Williams,1629684,0.4565,0.7592500000000001,91.75,552.25,249.75,119.75,32.25,27.25,75.0
Jalen Williams,1631114,0.5305,0.813,88.0,1205.5,309.5,285.0,91.5,40.0,123.0
Jaylin Williams,1631119,0.4265,0.7545,49.5,282.0,237.5,93.0,28.0,19.5,35.5
Kenrich Williams,1629026,0.49250000000000005,0.46799999999999997,53.0,375.0,235.0,99.0,41.5,11.5,32.0
Mark Williams,1631109,0.643,0.705,0.0,314.5,244.0,20.0,22.0,32.5,28.5
Nate Williams,1631466,0.5775,0.6025,2.5,58.0,19.0,8.5,3.5,1.5,4.0
Patrick Williams,1630172,0.4535,0.8225,87.0,631.0,246.5,83.0,56.0,51.5,79.0
Ziaire Williams,1630533,0.41300000000000003,0.8,41.5,315.0,129.5,55.0,25.0,7.5,51.5
Robert Williams III,1629057,0.7005,0.694,0.0,160.0,165.0,27.5,14.5,27.5,20.5
Vince Williams Jr.,1631246,0.373,0.9,41.5,275.5,152.5,89.5,26.5,18.0,48.5
Zion Williamson,1629627,0.589,0.708,6.5,1177.5,304.0,242.5,54.5,31.5,146.0
Jalen Wilson,1630592,0.425,0.826,24.0,214.0,131.0,45.0,11.0,4.0,19.0
James Wiseman,1630164,0.5825,0.70075,2.0,336.5,217.5,28.5,6.5,23.25,42.0
Christian Wood,1626174,0.49050000000000005,0.737,70.0,730.5,372.5,85.0,23.0,52.5,85.5
Delon Wright,1626153,0.41375000000000006,0.8325,22.75,197.25,88.0,108.0,50.0,9.75,18.0
Guerschon Yabusele,1627824,,,,,,,,,
Cui Yongxi,1642385,,,,,,,,,
Trae Young,1629027,0.4295,0.8705,164.5,1651.5,183.0,662.0,76.0,10.0,267.5
Cody Zeller,203469,0.523,0.6455,0.5,87.0,88.0,24.5,6.0,4.5,15.0
Ivica Zubac,1627826,0.6415,0.71,0.0,806.0,691.0,85.0,25.5,90.5,98.0
Tristan da Silva,1641783,,,,,,,,,
Vlatko Čančar,1628427,0.476,0.927,43.0,297.0,128.0,80.0,22.0,14.0,37.0
Dario Šarić,203967,0.46649999999999997,0.835,41.0,309.75,174.25,73.0,17.75,6.0,47.0
